time,tk_gps_data_value,tk_gps_time_value,tk_airquality_iaqindex_value,tk_airquality_temperature_value,tk_airquality_humidity_value,tk_airquality_airpressure_value,tk_soundpressurelevel_spl_value,tk_humidity_humidity_value,tk_analogin_voltage_value,tk_particulatematter_pm1_0_value,tk_particulatematter_pm2_5_value,tk_particulatematter_pm10_0_value,tk_dual0_20ma_solarlight_value,tk_thermocouple_temperature_value,tk_ptc_airtemp_value,atmos_northwind_value,atmos_eastwind_value,atmos_gustwind_value,atmos_airtemperature_value,atmos_xorientation_value,atmos_yorientation_value,atmos_nullvalue_value,accelerometer_orientation_x,accelerometer_orientation_y,accelerometer_orientation_z,accelerometer_gyroscope_x,accelerometer_gyroscope_y,accelerometer_gyroscope_z,accelerometer_linearaccl_x,accelerometer_linearaccl_y,accelerometer_linearaccl_z,accelerometer_magnetometer_x,accelerometer_magnetometer_y,accelerometer_magnetometer_z,accelerometer_accl_x,accelerometer_accl_y,accelerometer_accl_z,accelerometer_gravity_x,accelerometer_gravity_y,accelerometer_gravity_z,humidity,wind_speed,temp_atmos,temp_tk,temp_tk_ptc,temp_radiant,utci,x,y,z
2024-08-27 15:55:26,60180.0,1057068.0,22.0,3150.0,3425.0,100469.0,780.1515151515151,4385.54,10.297029702970297,6.0,9.0,10.0,8366881.673267326,3469.059405940594,3093.168316831683,-0.97,-0.28,1.01,30.4,13.1,-0.8,0.0,135.02,354.12,286.45,0.0186000000568,0.0517999996972,-0.0191999995772,-0.0208000005816,-0.054600000405199994,-0.07019999942,-15.482600053999999,-44.551400074,-8.0869997966,-1.0267999992199999,9.294999885800001,2.6796000207999997,-1.00500000372,9.3515998662,2.7522000328000003,43.8554,1.0096039,30.4,31.5,30.93168316831683,34.69059405940594,31.4,-9.131410922,38.726096919,153954.2
2024-08-27 15:55:27,60180.0,1058068.0,22.0,3150.0,3425.0,100469.0,768.3,4379.504950495049,10.465346534653465,6.57,9.57,10.57,8501811.0,3465.71,3094.8811881188117,-1.05,-0.34,1.105,30.45,13.05,-4.35,0.0,135.51,353.42,286.14,-0.0041999999544,-0.0232000000308,0.0139999999108,-0.031199999207200003,-0.0657999991892,-0.0589999991196,-14.464000104,-45.355599819999995,-7.7869999118,-1.1556000003,9.286799926999999,2.6369999886,-1.12280001678,9.353999978000001,2.6980000505999997,43.79504950495049,1.1036756,30.45,31.5,30.948811881188117,34.6571,31.4,-9.131410669,38.726097108,153901.1
2024-08-27 15:55:28,60180.0,1059068.0,22.0,3157.0,3410.0,100471.0,780.969696969697,4374.297029702971,10.529411764705882,7.0,10.0,11.0,8345971.475247525,3467.6039603960394,3096.5445544554455,-1.1600001,-0.825,1.425,30.6,8.25,-1.8,0.0,137.9,355.25,289.49,-0.144000001266,-0.15080000029600002,-0.004999999852,-0.0653999996396,-0.037399999712,-0.08959999955760001,-16.008999940000002,-43.718400353999996,-8.5568000124,-0.8735999965800001,9.1564000132,3.1676000114,-0.8084000015399999,9.192399979200001,3.2600000138,43.74297029702971,1.4234554,30.6,31.57,30.965445544554456,34.67603960396039,31.4,-9.13141,38.726097774,153929.3
2024-08-27 15:55:29,60180.0,1100068.0,22.0,3157.0,3410.0,100471.0,801.0714285714286,4371.151515151515,10.25,7.0,9.191919191919192,10.191919191919192,7625754.98,3469.75,3098.06,-1.28,-0.65,1.44,30.6,28.1,11.9,0.0,144.36,354.77,297.28,-0.0401999990436,-0.0199999999024,-0.0633999998488,0.17780000085560002,-0.0278000019424,-0.004400000313999997,-15.545199964,-41.290800252,-12.578000136,-0.710200004312,8.633599978,4.4690000007999995,-0.89919999876,8.671199989,4.466800022,43.71151515151515,1.4355835,30.6,31.57,30.9806,34.6975,31.4,-9.131409752,38.726098004,153818.7
2024-08-27 15:55:30,60180.0,1101068.0,22.0,3157.0,3410.0,100471.0,795.3960396039604,4369.137254901961,10.598039215686274,7.0,9.03960396039604,10.03960396039604,7775343.980392157,3470.235294117647,3099.470588235294,-1.15,-0.555,1.28,30.75,21.1,3.1999998,0.0,144.2,353.16,294.61,0.0613999994988,0.0424000005,0.0047999998852,-0.047600000048,-0.020600000052000002,-0.055599999677199995,-14.363000172,-42.185600054,-11.0451999484,-1.21459999484,8.8236000436,3.9840000148000003,-1.1705999971999999,8.8489999968,4.0396000146,43.691372549019604,1.2769201,30.75,31.57,30.994705882352942,34.70235294117647,31.6,-9.131409134,38.72609834,153798.3
2024-08-27 15:55:31,60180.0,1102068.0,20.0,3163.0,3406.0,100472.0,788.1122448979592,4367.108910891089,357.1089108910891,7.0,10.0,11.0,7987008.32,3470.3069306930693,3101.237623762376,-0.8,-0.93,1.23,30.9,17.2,3.4,0.0,146.19,353.86,294.99,-0.1317999995856,-0.208400000502,-0.0272000000824,-0.0532000003884,-0.008400000191199998,-0.08779999930160001,-14.674800174,-41.69960046,-10.3422000138,-1.10760000084,8.8113999938,4.0155999952000005,-1.04659998948,8.8211998174,4.113799942,43.67108910891089,1.2267437,30.9,31.63,31.012376237623762,34.70306930693069,31.8,-9.131407811,38.726100372,153728.1
2024-08-27 15:55:32,60180.0,1103068.0,20.0,3163.0,3406.0,100472.0,794.41,4366.0,10.732673267326733,7.0,10.0,11.31,7186625.970297029,3468.3960396039606,3103.4356435643563,-1.5699999,-0.95500004,1.84,31.05,23.85,12.55,0.0,154.17,359.01,308.47,-0.20360000073999998,-0.0717999998376,-0.014600000467599999,0.137399999606,0.007799999912399999,0.019000000496,-16.620799928,-38.632600413999995,-15.968399982000001,-0.032000001986400003,7.6678000262,6.101000023,-0.1683999995324,7.6572000312,6.0872000028,43.66,1.8376411,31.05,31.63,31.034356435643563,34.68396039603961,31.5,-9.131411656,38.726101163,154312.2
2024-08-27 15:55:33,60180.0,1103969.0,20.0,3163.0,3406.0,100472.0,789.6161616161617,4366.0,10.198019801980198,6.61,9.61,11.61,6495693.326732674,3473.5148514851485,3105.4851485148515,-1.345,-0.235,1.46,31.25,34.5,14.45,0.0,154.65,357.64,315.43,-0.092199999966,0.0281999997076,0.0087999998024,-0.1400000007612,0.0410000007264,-0.2339999988264,-15.752999974,-36.865600524,-21.4391998,-0.546999996294,6.9149999902,6.7312000086,-0.40499999940000003,6.873999996799999,6.968599977999999,43.66,1.3653754,31.25,31.63,31.054851485148514,34.73514851485149,32.0,-9.13141462,38.726101198,154433.3
2024-08-27 15:55:34,60180.0,1104969.0,18.0,3169.0,3399.0,100473.0,782.5408163265306,4366.0,10.83,6.5353535353535355,9.0,11.0,6148617.47,3470.22,3107.27,-1.8,0.03,1.8,31.3,39.6,14.1,0.0,153.57,357.96,317.97,-0.019999999773599998,-0.0169999996684,0.0217999995912,-0.041800000441599997,-0.0033999997508000006,-0.1910000014236,-16.147999884,-35.416600274000004,-23.65700015,-0.3927999983676,6.556800031400001,7.0750000096,-0.34779999974,6.5604000266,7.2704000372,43.66,1.8002499,31.3,31.69,31.0727,34.7022,31.8,-9.131425331,38.726100951,154278.6
2024-08-27 15:55:35,60180.0,1105969.0,18.0,3169.0,3399.0,100473.0,779.1584158415842,4366.0,10.5,7.0,9.0,11.0,5974331.725490196,3471.009900990099,3109.19801980198,-1.9449999,0.015000001,1.9549999,30.75,42.35,17.4,0.0,152.56,358.45,318.29,-0.015399999667599999,0.013199999708000001,0.017799999622,-0.017199999912800003,-0.037800000046,-0.182800001786,-16.759400038000003,-35.061999738,-24.087599909999998,-0.28539999966,6.4786000154,7.120799999,-0.26480000302,6.5208000848,7.310600107400001,43.66,1.9450577,30.75,31.69,31.0919801980198,34.71009900990099,31.1,-9.131437152,38.726100227,154529.0
2024-08-27 15:55:36,60180.0,1106969.0,18.0,3169.0,3399.0,100473.0,782.929292929293,4366.950495049505,10.257425742574258,6.22,8.22,10.22,5899542.56,3466.108910891089,3111.2475247524753,-1.84,-0.12,1.85,30.5,43.0,19.6,0.0,151.75,358.31,318.54,-0.0047999999008,0.0079999998304,0.0101999997836,-0.0069999999260000004,-0.044200000104,-0.17319999983999998,-16.631199936,-34.701800552,-24.378599859999998,-0.29500000056,6.4427999786,7.1613999946,-0.28680000139999995,6.4903998752,7.3378000322000005,43.669504950495046,1.8439089,30.5,31.69,31.112475247524753,34.66108910891089,31.0,-9.131445901,38.726100173,154450.4
2024-08-27 15:55:37,60180.0,1107969.0,15.0,3175.0,3396.0,100471.0,784.2929292929293,4367.029702970297,10.742574257425742,6.0,8.0,9.98,5865955.039603961,3467.237623762376,3112.5544554455446,-1.4449999,0.0050000027,1.46,30.4,41.15,18.25,0.0,151.5,358.27,318.75,-0.004199999909999999,0.0015999999671999997,0.007399999837199999,0.04879999986320001,-0.0374000002988,-0.167800000504,-16.993399892,-34.2208001,-24.613399856,-0.24019999872,6.424400016,7.1901999866,-0.29640000479999995,6.4607998952,7.3635999214000005,43.67029702970297,1.4450086,30.4,31.75,31.125544554455445,34.67237623762376,31.2,-9.131455883,38.726098902,154362.7
2024-08-27 15:55:38,60180.0,1108969.0,15.0,3175.0,3396.0,100471.0,784.97,4365.009900990099,10.303921568627452,6.11,8.11,9.2,5835992.217821782,3468.70297029703,3114.039603960396,-0.47,0.055,0.485,30.45,42.5,18.6,0.0,151.29,358.33,318.89,-0.0047999999,0.0047999998936,0.0087999998104,0.0711999999144,-0.0467999998036,-0.168599999202,-17.376999844,-34.417000282,-24.384799812,-0.212600000314,6.394199992400001,7.2063999758,-0.28619999735999996,6.442599937400001,7.377399988600001,43.650099009900984,0.47320715,30.45,31.75,31.14039603960396,34.6870297029703,,-9.131462536,38.726097161,154214.1
2024-08-27 15:55:39,60180.0,1109969.0,15.0,3175.0,3396.0,100471.0,775.010101010101,4363.5,10.702970297029703,7.0,9.0,11.0,5809330.732673267,3470.4158415841584,3116.1782178217823,-0.3,-0.5,0.59,30.7,42.3,17.6,0.0,150.87,358.57,319.1,-0.0055999998824,-0.0019999999552,0.0061999998699999994,0.062399999464,-0.05899999986,-0.15919999992,-17.384999456,-34.160400556,-24.654599882000003,-0.179600002556,6.354200029,7.2359999468,-0.2460000015,6.417599996,7.400999979,43.635,0.5830952,30.7,31.75,31.161782178217823,34.70415841584158,31.8,-9.131470291,38.726096426,154091.0
2024-08-27 15:55:40,60180.0,1110969.0,14.0,3182.0,3382.0,100472.0,792.3535353535353,4360.980198019802,10.03960396039604,7.0,9.0,11.0,5773199.762376238,3471.6633663366338,3117.2475247524753,-0.675,-0.525,0.88,30.8,43.0,19.35,0.0,150.65,358.64,319.26,-0.004999999892399999,0.0073999998412,0.0051999998856,0.087000000056,-0.0593999996376,-0.152400000364,-17.745399755999998,-33.871600662,-24.767000149999998,-0.1413999996756,6.332400007,7.2636000152,-0.23179999786,6.397599977599999,7.4217999582,43.609801980198014,0.85513157,30.8,31.82,31.172475247524755,34.71663366336634,31.8,-9.131476463,38.726095646,154258.6
2024-08-27 15:55:41,60180.0,1111969.0,14.0,3182.0,3382.0,100472.0,805.10101010101,4356.940594059406,10.386138613861386,7.0,9.0,11.0,5757547.495049505,3470.1188118811883,3118.3168316831684,-0.31,-0.13,0.34,30.9,43.8,20.5,0.0,150.37,358.35,319.45,-0.0059999998728,0.007599999839999999,0.0057999998764,0.108199999332,-0.0657999993456,-0.152000000906,-17.495199858,-34.106200888,-25.148599932000003,-0.168000000588,6.302600039600001,7.2812000458,-0.28199999635999995,6.3743999224,7.4379999755999995,43.56940594059406,0.33615473,30.9,31.82,31.183168316831683,34.701188118811885,,-9.1314848105,38.72609177,154345.3
2024-08-27 15:55:42,60180.0,1112969.0,14.0,3182.0,3382.0,100472.0,809.52,4354.48,10.336633663366337,7.0,9.0,11.0,5731195.306930693,3471.970297029703,3120.2475247524753,0.225,-0.25,0.34,30.9,42.95,18.95,0.0,149.92,358.45,319.57,-0.0067999998536,0.0079999998264,0.0101999997804,0.11520000016160001,-0.0852000004644,-0.13420000099999999,-17.58559976,-34.075000158,-25.29560012,-0.1446000001656,6.2676000114,7.3176000197999995,-0.26659999984,6.354200015800001,7.455799924199999,43.544799999999995,0.3363406,30.9,31.82,31.202475247524752,34.71970297029703,,,,
2024-08-27 15:55:43,60180.0,1113969.0,12.0,3186.0,3380.0,100471.0,809.979797979798,4354.0,10.03960396039604,7.0,9.0,10.25,5663928.11,3463.1881188118814,3121.2871287128714,-0.725,-0.825,1.155,30.7,46.4,21.2,0.0,149.3,358.37,320.06,0.05600000104839999,0.0179999995648,-0.013200000061600001,0.0816000010232,-0.1352000004712,-0.09119999974839998,-17.519200036,-33.488600240000004,-25.596599746000003,-0.198199997898,6.1461999802000005,7.415600004000001,-0.28119999826000003,6.293799992,7.5043999852,43.54,1.0982941,30.7,31.86,31.212871287128714,34.63188118811881,31.6,-9.13148801,38.726090063,154626.3
